Date,Close,High,Low,Open,Volume
30-04-2008,23.4120121,23.56508962,22.89269873,23.13876609,20378863
02-05-2008,22.81401825,23.66237394,22.660943,23.49070072,15486777
05-05-2008,23.00143051,23.27324683,22.49642354,23.00428998,16114253
06-05-2008,23.4220295,23.58798149,22.68955543,22.68955543,24122321
07-05-2008,23.55220795,24.00571233,23.20456784,23.48210758,40757979
08-05-2008,24.17453384,24.3032899,22.91845255,23.69098662,35096550
09-05-2008,24.15450859,24.54363631,23.83405155,24.32046062,30183650
12-05-2008,24.11588097,24.23462204,23.02718357,23.94849922,21307010
13-05-2008,24.36050987,24.83547405,24.14877899,24.20171114,21022220
14-05-2008,25.35336113,25.5622326,24.10157352,24.10157352,35245490
15-05-2008,25.22746849,25.80829708,23.0472098,25.2074385,29974694
16-05-2008,25.49785614,25.60515249,24.93562545,25.23605478,19705372
20-05-2008,25.6037178,26.03004138,25.3218865,25.49355972,18121943
21-05-2008,26.38053703,26.48068011,25.29326968,25.49355583,31678439
22-05-2008,26.01286697,26.31472591,25.7853999,26.1616507,23755148
23-05-2008,25.66809845,26.23748465,25.47925697,25.84406547,28650068
26-05-2008,25.02431488,25.6080051,24.7567901,25.6080051,22010941
27-05-2008,24.80686569,25.43633724,24.42346155,25.24463402,16581927
28-05-2008,25.8469162,26.02002141,24.50356884,24.77824914,19533477
29-05-2008,25.63948631,26.40343288,25.46495133,25.97997102,32781514
30-05-2008,25.83118057,26.4663732,25.57939201,25.90557244,21701086
02-06-2008,24.86408806,26.20743554,24.72102553,25.92274251,17101693
03-06-2008,24.6537838,24.88554236,24.14877697,24.60657287,20854493
04-06-2008,23.28325844,25.05722094,23.17882387,24.80686209,36366817
05-06-2008,24.0844059,24.29184304,22.9184527,23.46208761,31049482
06-06-2008,23.58082581,24.51501798,23.35478843,24.40628964,22054279
09-06-2008,23.55364799,23.83404728,22.60371948,23.44491964,26727260
10-06-2008,23.46780968,23.81974139,23.0329031,23.81974139,20182271
11-06-2008,23.93991661,24.26323539,23.61373608,23.67668324,16880236
12-06-2008,24.48783875,24.60657981,23.11015686,23.77682436,23182859
13-06-2008,24.06294441,24.71816481,23.92274363,24.606577,23275288
16-06-2008,24.29040718,24.7496351,24.18168114,24.31472865,12743647
17-06-2008,24.33761978,24.48926527,23.90557277,24.23461495,19938542
18-06-2008,23.53504753,24.63232767,23.40772121,24.4062903,16588582
19-06-2008,23.37052727,23.80543382,23.0758215,23.31902484,20824065
20-06-2008,22.2432003,23.60514579,22.07581858,23.60514579,20658258
23-06-2008,21.33762169,22.74677815,20.89842367,21.20171469,18877031
24-06-2008,20.34620667,21.73676522,19.77825257,21.33619285,21536350
25-06-2008,21.24749565,21.34334726,19.45636692,19.99713782,26812330
26-06-2008,21.64663506,21.85693392,20.91272903,21.31616311,33033766
27-06-2008,20.79398727,22.45207043,20.34763605,21.52360179,80891945
30-06-2008,20.85407257,21.28754933,20.4606535,20.69098235,34884089
01-07-2008,19.9628067,21.3161696,19.76395021,20.67239146,30579027
02-07-2008,21.19599342,21.45922678,19.2703851,20.4577958,39450377
03-07-2008,18.82832336,21.21601997,18.62660632,21.20171348,42855368
04-07-2008,18.32331657,19.08726534,17.92274537,18.76966899,47358953
07-07-2008,18.6523571,19.05579003,18.44062622,18.44062622,30431410
08-07-2008,18.65378952,18.94134203,18.02574891,18.45493308,19160751
09-07-2008,19.38769722,19.45350613,18.88125934,18.88125934,21316152
10-07-2008,19.99713326,20.25464533,19.1702386,19.48783491,26816497
11-07-2008,19.05722427,20.21459225,18.83261774,20.18311753,24211213
14-07-2008,19.5536499,20.02575246,18.48354932,18.48354932,22225953
15-07-2008,18.53791046,19.41344711,18.38340433,19.00572148,17390167
16-07-2008,17.88983727,18.96708954,17.65807756,18.76966516,28858615
17-07-2008,17.37910843,19.03862118,17.08153983,18.45492985,46078200
18-07-2008,17.41290665,17.955085,17.07349276,17.636243,39280330
21-07-2008,17.60391617,18.07262914,17.08818459,18.07262914,20977413
22-07-2008,18.38412666,18.70150026,17.34678737,18.06969225,44337373
23-07-2008,19.61688423,19.86372929,18.81463573,18.86312275,58832585
24-07-2008,18.53987312,19.98274592,18.2078072,19.68888108,51312732
25-07-2008,18.14756393,18.80288057,17.89631012,18.36649268,43090344
28-07-2008,17.75084877,18.3371077,17.69354539,18.05793639,23865692
29-07-2008,17.17487526,17.77876571,16.97945523,17.77876571,27921084
30-07-2008,18.5178318,18.6456625,17.48490143,17.48490143,42821214
31-07-2008,19.25102425,19.47729977,18.48403997,18.48403997,46567254
01-08-2008,19.97833824,20.09735496,18.95569247,19.17021365,44848164
04-08-2008,20.32216072,20.57047539,19.65949722,19.97833805,34284280
05-08-2008,19.86226273,20.5117011,19.25102544,20.42354222,69155921
06-08-2008,18.98066902,20.21783587,18.86018508,20.0811888,44574721
07-08-2008,18.94100189,19.5684012,18.69268602,18.98214216,42068897
08-08-2008,19.17314911,19.2774711,18.6603567,18.6603567,21504662
11-08-2008,18.94834328,19.56251968,18.86900077,19.27747119,21698157
12-08-2008,17.86398506,19.53313214,17.57452899,19.1599248,63628034
13-08-2008,17.93745041,18.36061433,17.63183241,17.77582505,33996141
14-08-2008,18.11671066,19.033566,17.86692641,19.033566,26012414
18-08-2008,17.71558571,18.25041847,17.60244853,18.13140411,22598742
19-08-2008,17.5730648,18.19017934,17.40556222,18.19017934,30050476
20-08-2008,17.79933739,18.10201744,17.6906078,17.71999487,25876857
21-08-2008,17.26890945,18.01385448,17.10287651,17.86104548,36044850
22-08-2008,17.44816971,17.55542971,16.99708823,17.48490355,61024912
25-08-2008,17.19691658,17.76407444,17.04410755,17.66122203,34092936
26-08-2008,16.97798538,17.16165105,16.75905782,17.16165105,32597675
27-08-2008,17.08377838,17.29682996,16.95594767,16.95594767,32203169
28-08-2008,16.80754471,17.30858275,16.66649006,17.30858275,34013009
29-08-2008,17.65240479,19.86520114,17.0734926,19.86520114,48879929
01-09-2008,17.16752625,17.57305861,16.95594429,17.57305861,22287260
02-09-2008,17.31593323,17.45404873,17.05145541,17.33650395,21666470
04-09-2008,17.12491798,17.36735663,16.98533292,17.18956813,12742818
05-09-2008,16.46666527,17.00002847,16.30944864,17.00002847,47500251
08-09-2008,16.72085571,17.02647493,16.66649151,16.88982786,20124784
09-09-2008,16.56217194,16.80754863,16.45638151,16.69147226,20445576
10-09-2008,15.72612572,16.6253482,15.57478513,16.47106961,46890240
11-09-2008,15.46752548,15.78049026,15.35438832,15.78049026,32861295
12-09-2008,15.38818169,15.86864901,15.29561524,15.86864901,27387064
15-09-2008,14.7064209,15.22215138,14.32439714,15.22215138,30329808
16-09-2008,14.29794693,14.36994384,13.98792133,14.34055795,30873705
17-09-2008,13.92180157,14.54332354,13.72638154,14.39932971,41979512
18-09-2008,13.51039314,13.73519908,12.89034071,13.63822386,67131636
19-09-2008,14.09077358,14.25239896,13.28999465,13.6646716,32323927
22-09-2008,14.51687527,14.79310738,14.08048739,14.39345216,32079673
23-09-2008,13.81895256,14.40668002,13.76899594,14.16718168,25645932
24-09-2008,14.28325367,14.34055823,13.81160269,13.81160269,20790456
25-09-2008,14.24358368,14.69319555,13.84098924,14.69319555,35123389
26-09-2008,13.57210159,14.24945846,13.46043403,14.10546465,20989966
29-09-2008,13.10486031,13.72197472,12.79189551,13.57651248,19430164
30-09-2008,12.55239582,12.98878373,12.12629386,12.93001076,45286334
01-10-2008,12.88152504,13.13277889,12.49362411,12.63614837,26737577
03-10-2008,11.54885387,12.88152662,11.4621634,12.88152662,60855505
06-10-2008,10.28523827,11.30494609,9.976681012,11.30494609,85569691
07-10-2008,10.51298046,11.75455604,10.00753482,11.75455604,59410888
08-10-2008,9.941415787,10.25585019,9.287568672,10.19707722,56132101
10-10-2008,8.44564724,9.394827446,8.231126696,9.327238717,63258604
13-10-2008,8.933461189,9.252303706,8.52352123,8.52352123,41660841
14-10-2008,8.961380005,9.653429382,8.867343954,9.358096104,40919282
15-10-2008,8.013669014,8.75861358,7.934325325,8.75861358,53884051
16-10-2008,7.907878399,8.366306072,7.346598314,7.609606523,62836766
17-10-2008,7.276071072,8.19880361,7.145301172,7.937264399,64588572
20-10-2008,7.40830946,7.91669435,7.22905253,7.492060745,69347086
21-10-2008,8.170886993,8.279616002,7.478836977,7.490591337,64932980
22-10-2008,7.201133728,8.066562661,6.995428954,7.841756763,50692707
23-10-2008,6.112369537,6.905802365,6.024210661,6.758870512,101289302
24-10-2008,5.230777264,5.99482352,5.088253017,5.906664065,100667493
27-10-2008,4.945729733,5.348323019,4.407958664,5.145557375,82307897
29-10-2008,5.490846634,5.671573127,5.208737331,5.518763529,67834884
31-10-2008,6.163795471,6.315135496,5.646594832,5.646594832,83875161
03-11-2008,6.629570484,6.755932212,6.406233517,6.553165965,60252768
04-11-2008,7.043916702,7.214357821,6.335704337,6.597243487,81278473
05-11-2008,6.34305191,7.487651692,6.235791918,7.198196201,71997031
06-11-2008,5.467338085,6.141755951,5.38799498,6.141755951,124710077
07-11-2008,5.568720341,5.740630465,5.173473309,5.407094985,131315774
10-11-2008,6.297502995,6.35921396,5.645124968,5.645124968,108548360
11-11-2008,5.615739346,6.229914627,5.583414269,6.209344498,99419457
12-11-2008,5.437951565,5.684797826,5.292489304,5.583414414,105520272
14-11-2008,5.051520348,5.759732223,4.995685967,5.583413901,122997631
17-11-2008,4.886956692,5.198452197,4.622479209,5.101477562,136505571
18-11-2008,4.841408253,5.039766609,4.64598878,4.789982045,94770439
19-11-2008,4.757656574,5.080907039,4.701822486,4.936913787,95336293
20-11-2008,4.619541168,4.701823165,4.469670714,4.554891007,76601158
21-11-2008,4.693006516,4.834060878,4.444691277,4.584276639,95732184
24-11-2008,4.582807541,4.819367842,4.040628607,4.040628607,93891665
25-11-2008,4.428529739,4.789982208,4.39473507,4.789982208,68996002
26-11-2008,4.569582939,4.637171965,4.291881538,4.466730547,88081812
27-11-2008,4.569582939,4.569582939,4.569582939,4.569582939,0
28-11-2008,4.449098587,4.522564496,4.350654081,4.45497606,67321699
01-12-2008,4.507872581,4.666559086,4.453507491,4.549013429,79153857
02-12-2008,4.372694969,4.41971329,4.305106226,4.407958636,37170901
03-12-2008,4.839938164,4.884017595,4.407958147,4.407958147,186096338
04-12-2008,5.501132488,5.678919819,4.760595208,4.848754373,136184045
05-12-2008,5.363016129,5.53786486,5.213145703,5.436482046,119224101
08-12-2008,5.759732723,6.022740933,5.512887052,5.512887052,169876178
10-12-2008,6.401825905,6.553165943,5.789119573,5.818506062,164388891
11-12-2008,6.397416115,6.638384561,6.128530776,6.482636971,133685128
12-12-2008,6.431211948,6.520840411,6.002170175,6.288687691,97410486
15-12-2008,6.676587105,6.976328528,6.523778098,6.553164581,103585435
16-12-2008,6.610467911,6.752992147,6.400355528,6.629569036,84227777
17-12-2008,6.445904255,6.844089912,6.30631919,6.844089912,85956482
18-12-2008,6.53700304,6.69862784,6.031556746,6.331298215,123288498
19-12-2008,6.732422829,6.888170456,6.489984735,6.523779403,87816481
22-12-2008,6.586958408,6.957227142,6.526716444,6.664832498,65773674
23-12-2008,6.509086132,6.638386454,6.300443286,6.544349803,61130313
24-12-2008,6.413579464,6.494392152,6.203467062,6.465005667,61293265
26-12-2008,6.229914188,6.638385209,6.171141807,6.435618994,61202799
29-12-2008,6.312197208,6.372439186,5.947805577,6.28574931,82714075
30-12-2008,6.321013451,6.482638854,6.216692027,6.347461351,57465324
31-12-2008,6.382723808,6.55316495,6.294564354,6.376846629,64973842
02-01-2009,6.747114658,6.926371565,6.670710152,6.745645658,55795156
05-01-2009,7.217298985,7.287826329,6.835275773,6.841152954,79015833
06-01-2009,7.259908676,7.493531013,6.999839028,7.199666694,78569351
07-01-2009,6.869067669,7.66103133,6.758869097,7.349535562,105218373
09-01-2009,6.31807375,6.935188176,6.11824612,6.758869852,88071820
12-01-2009,5.881685257,6.360683568,5.828790059,6.253422995,73657773
13-01-2009,5.950743675,6.112369053,5.612800559,5.762670989,88486541
14-01-2009,6.262239456,6.338644554,6.038903106,6.08298254,53422003
15-01-2009,5.809689522,6.053595998,5.740631193,6.053595998,79126084
16-01-2009,5.996291637,6.112367372,5.630431137,5.877276138,97538308
19-01-2009,6.128530502,6.212281766,5.938988261,5.994822633,54706219
20-01-2009,5.731815338,6.006577885,5.671573367,5.996293115,87087959
21-01-2009,5.551089287,5.698021135,5.524641389,5.64659493,65045635
22-01-2009,5.267510891,5.700959663,5.205799327,5.668634586,78021288
23-01-2009,4.886956692,5.289550242,4.850223733,5.260163757,77925584
27-01-2009,5.05298996,5.191106044,4.966300672,4.995686572,66901625
28-01-2009,5.207267761,5.310120749,4.908996215,5.142618203,165631469
29-01-2009,5.398280144,5.480561836,5.201391094,5.201391094,125771545
30-01-2009,5.42472887,5.534927477,5.172005399,5.433544641,90332959
02-02-2009,5.069151878,5.377708463,5.02948004,5.374769874,49887836
03-02-2009,5.017725945,5.21314538,4.925158611,5.17053495,60089690
04-02-2009,5.276325703,5.318936131,5.054458383,5.054458383,71578426
05-02-2009,5.342446327,5.536396807,5.293958707,5.307182657,85931490
06-02-2009,5.480561733,5.518763989,5.348322839,5.407095812,42675675
09-02-2009,5.866993427,5.902257095,5.517295337,5.518764338,85053651
10-02-2009,5.784711361,5.990416197,5.709775843,5.862585469,99907241
11-02-2009,5.58782196,5.690674361,5.498193507,5.643655751,74998469
12-02-2009,5.45411396,5.671573116,5.417380709,5.539334234,56738932
13-02-2009,5.705367565,5.759732358,5.495255164,5.495255164,64582096
16-02-2009,5.411504745,5.786181173,5.377710076,5.59957746,64356483
17-02-2009,5.044173717,5.360077704,5.001563284,5.348322757,63045964
18-02-2009,5.017725945,5.141148467,4.938382264,5.022133535,65536096
19-02-2009,5.067683697,5.148495808,4.948668737,5.083846237,52569700
20-02-2009,4.939852238,5.045643232,4.879609972,4.99421703,43335291
24-02-2009,4.723862171,4.878140781,4.654804135,4.848754295,85780252
25-02-2009,4.772349834,4.936913804,4.693006733,4.936913804,52478626
26-02-2009,4.791450977,4.863447604,4.67390562,4.819367875,54880318
27-02-2009,5.077969074,5.151435004,4.588685285,4.804675484,152702125
02-03-2009,4.673905373,5.017726244,4.616601698,5.001563119,92088848
03-03-2009,4.562236786,4.770880175,4.526972829,4.687128902,75762699
04-03-2009,4.60337925,4.787044104,4.526974423,4.662151944,128824005
05-03-2009,4.460854053,4.787042818,4.427059682,4.787042818,105728210
06-03-2009,4.60631609,4.697414129,4.369755812,4.407958064,72574704
09-03-2009,4.477016926,4.676844284,4.441753257,4.556360033,61177472
12-03-2009,4.581337929,4.668027792,4.525503844,4.668027792,57233266
13-03-2009,4.90752697,4.929566981,4.643049479,4.693006682,94777524
16-03-2009,4.957484722,5.038297425,4.772350594,4.963361903,69863892
17-03-2009,4.954545021,5.155841645,4.907526705,5.139679108,87231052
18-03-2009,5.186697483,5.299835237,5.016256352,5.120577749,90726960
19-03-2009,5.082376957,5.333630841,4.9854023,5.224901235,92811419
20-03-2009,5.179350376,5.257224463,4.966299418,4.995685311,89690315
23-03-2009,5.712714195,5.758263217,5.242531613,5.342445427,135696796
24-03-2009,5.505540371,5.975723002,5.467338113,5.818505791,152479314
25-03-2009,5.72300005,5.787650204,5.340976889,5.518764226,157250433
26-03-2009,6.037433624,6.081513055,5.789118399,5.818504882,146203131
27-03-2009,6.559042931,6.679526886,6.053596623,6.063881982,197916656
30-03-2009,5.770017147,6.494391505,5.652471804,6.318073197,167604155
31-03-2009,6.050657749,6.229914673,5.749447286,5.847892106,172648466
01-04-2009,6.165264606,6.271055598,5.96396798,6.084451921,125074469
02-04-2009,6.61487627,6.769154883,6.303380455,6.318073993,143350642
06-04-2009,6.924903393,7.042448755,6.700097438,6.757400824,142021062
08-04-2009,7.142362118,7.214359038,6.498800372,6.614876138,127102249
09-04-2009,7.672787189,7.810902682,7.052734121,7.286355846,194817499
13-04-2009,8.320755959,8.505890641,7.816779878,7.878491438,185490367
15-04-2009,8.610211372,8.749797021,7.790331371,8.522052511,190335715
16-04-2009,7.907878399,8.786531489,7.787393859,8.786531489,199882939
17-04-2009,7.587567329,8.448588351,7.450920242,8.223782384,200752098
20-04-2009,7.718337536,7.894655918,7.525857199,7.758009392,124153816
21-04-2009,7.176156044,7.609605966,7.117383662,7.405370158,168868618
22-04-2009,7.079181671,7.574341995,6.971921084,6.996899392,119961524
23-04-2009,7.72421217,7.827064566,7.013061161,7.170278934,174487705
24-04-2009,7.674255848,7.993098432,7.542016953,7.763884896,160518860
27-04-2009,7.456796646,7.890245996,7.377453545,7.611075258,142565378
28-04-2009,6.88670063,7.564057035,6.817642889,7.499406884,125184961
29-04-2009,6.996900082,7.158525478,6.744177216,6.964575591,176959070
30-04-2009,6.996900082,6.996900082,6.996900082,6.996900082,0
04-05-2009,7.734496593,7.768290663,7.170278069,7.19966396,132248582
05-05-2009,8.408913612,8.488256695,7.772698777,7.843225503,175956222
06-05-2009,7.954894543,8.507358139,7.881428636,8.433892232,145856687
07-05-2009,8.64988327,8.757143259,7.993097629,8.081256491,218120749
08-05-2009,8.298714638,8.899666417,8.232595499,8.807099388,191309793
11-05-2009,7.953426838,8.486790025,7.852044015,8.380999023,178300773
12-05-2009,8.097420692,8.153254489,7.584627634,7.849105433,156712646
13-05-2009,7.768292904,8.163540021,7.708050927,8.154723663,159975426
14-05-2009,7.771231651,7.897593376,7.387739475,7.581689359,150575073
15-05-2009,7.993098259,8.093012075,7.822657112,7.846166418,106010512
18-05-2009,9.352219582,9.550577645,8.845304269,9.40364579,693276
19-05-2009,9.682816505,10.31462395,8.815918329,9.697510044,238501428
20-05-2009,10.91704369,11.13744203,9.550576533,9.550576533,261281165
21-05-2009,10.74513435,11.38869672,10.49681968,10.75541912,189956953
22-05-2009,10.68636036,10.99050998,10.34841726,10.60848626,128883444
25-05-2009,10.83623123,11.06985234,10.62317966,10.68195263,84118282
26-05-2009,10.63346291,11.09923782,10.49534745,11.07278993,88463250
27-05-2009,10.97581673,11.13156492,10.76129556,10.95965478,90867178
28-05-2009,11.30788326,11.45775429,10.83035505,11.13156552,149211664
29-05-2009,11.91177273,12.12776348,11.31375945,11.45775328,127391468
01-06-2009,12.90944195,13.12983912,12.05429762,12.34228412,130073154
02-06-2009,13.94384384,14.21713802,12.81246839,13.07400704,184863615
03-06-2009,14.34349823,14.65793265,14.0569813,14.65793265,160582088
04-06-2009,13.83070469,14.31117205,13.59708239,14.31117205,118055625
05-06-2009,13.63234711,14.14954715,13.52508711,13.95853587,107802834
08-06-2009,12.23796368,13.81160547,12.02491324,13.75283249,146202574
09-06-2009,12.87711811,13.18273618,11.69578491,11.69578491,131875509
10-06-2009,12.90944195,13.62793921,12.74928616,13.21652958,118838989
11-06-2009,13.29734039,13.48247447,12.85654491,13.07694206,100116995
12-06-2009,13.4516201,13.87037649,13.28999473,13.49569954,148940687
15-06-2009,12.74781609,13.37080768,12.6390865,13.25179215,84631278
16-06-2009,13.24444866,13.39431971,12.05283055,12.45983267,139920230
17-06-2009,12.25412464,13.27970948,12.08221332,13.15481677,130551229
18-06-2009,11.41073513,12.35403832,11.14625735,12.19535212,168880226
19-06-2009,12.12335587,12.1938832,11.52387411,11.54885242,150530245
22-06-2009,11.83537102,12.39812018,11.76484367,12.34228638,112301453
23-06-2009,11.7663126,11.9014901,11.26968204,11.46069334,130661029
24-06-2009,11.96026039,12.03078772,11.5238725,11.83683728,93116823
25-06-2009,11.75014973,12.16596701,11.5650156,12.01903514,142788283
26-06-2009,11.41808128,11.84271483,11.16829705,11.75455597,182921725
29-06-2009,11.68843746,11.88385634,11.24029515,11.51946531,95630026
30-06-2009,11.47979259,12.10425378,11.36518583,11.75455632,135837307
01-07-2009,11.63554096,11.70753788,11.19768345,11.51946461,91883408
02-07-2009,12.35403919,12.59794628,11.67962133,11.90148928,179841545
03-07-2009,12.8697691,13.01817052,11.78394173,11.90148766,190430442
06-07-2009,12.09505081,13.32117901,11.92577265,13.176301,135862823
07-07-2009,12.09352684,12.35278269,11.74276799,12.20790467,112945797
08-07-2009,11.05650043,11.98524711,10.98024937,11.86781989,134609465
09-07-2009,11.10377979,11.28525928,10.75149681,11.03820347,116500116
10-07-2009,10.76369667,11.47893861,10.48614068,11.27915902,102860691
13-07-2009,10.33973598,10.55324094,10.06828007,10.50749005,95361358
14-07-2009,10.91314983,10.98025146,10.5013906,10.55324153,75222686
15-07-2009,11.61771393,11.69396621,11.04125134,11.1175024,86945580
16-07-2009,11.71836853,12.31618197,11.55976511,12.19722941,178789491
17-07-2009,11.96694851,12.16977748,11.75801828,12.16977748,82103234
20-07-2009,11.93187237,12.23230437,11.80376915,12.1606268,101635631
21-07-2009,12.57086182,12.65473824,11.49113698,11.80376906,277294772
22-07-2009,12.18045521,12.94449745,12.03252654,12.59678919,206235639
23-07-2009,12.68066406,12.77369237,12.2917809,12.2917809,126612208
24-07-2009,13.4965601,13.57281118,12.78284347,12.81029425,155436154
27-07-2009,13.9937191,14.05624601,13.48740749,13.5972106,127033636
28-07-2009,14.37192631,14.48172941,13.68413652,14.10657045,152682917
29-07-2009,13.49198627,14.36278107,12.99939995,14.25297794,229121932
30-07-2009,13.79088879,13.93881741,12.85299264,13.26780121,203707311
31-07-2009,14.10199738,14.35972791,13.88849241,14.18129908,133889612
03-08-2009,14.79893589,14.85383744,14.18282246,14.18739718,116152591
04-08-2009,14.49850655,15.00634225,14.30482702,14.87823903,134340891
05-08-2009,14.43597984,14.68608502,14.11419709,14.54883236,115301600
06-08-2009,13.85951424,14.59153079,13.71006152,14.26822399,140166604
07-08-2009,13.92357063,14.13707563,13.57586236,13.63076392,178809130
10-08-2009,13.90984535,14.32312995,13.63381344,14.21332683,124030172
11-08-2009,14.12487221,14.24382475,13.7131118,13.90831664,100338021
12-08-2009,13.53315926,14.06082164,13.20680177,13.92356897,159618622
13-08-2009,14.34295654,14.3963328,13.71921753,13.72531756,109860307
14-08-2009,14.33380318,14.72116227,14.23010132,14.42683027,124994993
17-08-2009,13.35778046,14.14317335,13.30135359,13.75581428,98631401
18-08-2009,13.77716255,13.947966,13.11987177,13.38980355,123551425
